Request_ID,Request_time,delay
304,0.2222630513342816,0.1277830629207691
84,1.12282212394752,0.14248320517110585
85,1.198508024544842,0.13405604976978772
181,1.3077510170231288,0.13562860186293035
122,1.4803953460633457,0.1313901482583971
139,1.5180697193622583,0.18220865504800715
312,1.812413224930276,0.09648949175936174
356,2.871229923078844,0.16018268007589553
350,2.933337280154935,0.08668657060850696
239,3.201479552130737,0.16819842564378878
399,3.2921318452967196,0.11456641739562475
171,3.3979059535242495,0.15785629614478341
320,4.60303307613753,0.0958111931781303
0,5.0773256695376805,0.11351951691747438
76,5.441154212653576,0.18131567799436987
212,5.784332409235827,0.09942603119822323
272,6.253845967328142,0.16128921548322897
361,6.503011959272675,0.19982715649371527
189,6.580563483005653,0.12193354498580337
14,6.996941969626091,0.18806022136516573
351,7.717118535555068,0.06502614566156763
364,7.932117171371433,0.10466936570732187
198,7.9692434518627735,0.11641056540598618
186,8.496878511608497,0.18834966161233632
302,8.780057170425149,0.19010854822939707
277,8.868484977891022,0.10201044256796382
360,8.959156448091054,0.06522581984435835
195,9.066038410781418,0.10966758803142504
135,9.274552342569676,0.19779170054559791
243,9.434060225018781,0.2274763724434784
236,9.670655421294382,0.10553328557137402
225,9.690618767539217,0.19360081638518584
307,9.931822705013637,0.1838731241536258
210,9.959538016075376,0.05767449748755572
326,10.188189307784079,0.10412722416215367
283,10.48707906632348,0.08344932524354474
393,10.602638324757141,0.10477456862668635
159,11.491952267921747,0.06868102072783183
111,11.739287391045494,0.17886725977572815
309,11.822894482947632,0.1804712566294177
382,12.025807162669944,0.21275896190187563
48,12.159806492552605,0.20395386585869044
349,12.386443169475392,0.1250323290212943
323,12.541448472269511,0.15963438817753844
305,12.790838598370701,0.174537559701992
288,13.472348927857581,0.25540703343959714
142,14.040326773685797,0.08893589838132973
249,14.329028106993412,0.16939763963872295
143,14.656543763777584,0.07921492822247952
129,15.24988176562988,0.08605446085595785
30,15.286971031914565,0.10058888535408021
363,15.450746964517004,0.040635179493490714
395,15.727670932999871,0.14933024663694272
287,15.931774775384033,0.036887001007062915
346,16.374695847978426,0.0029193355974924924
100,16.624430931571165,0.198207252511583
164,17.413130132347522,0.06894241312935538
369,17.755537281278635,0.16117626672953647
87,19.428926049203167,0.2509726864817716
295,19.575479858660362,0.3447663534765491
109,19.90279745449135,0.15368767813503342
128,20.326665798272593,0.12108481451257559
66,20.340995788453707,0.18732585171148464
359,21.08171075031395,0.22076329271483708
262,21.192360936563958,0.19790335328777248
376,21.231857244231346,0.14503320620119955
193,21.242655016154682,0.17110325213935165
91,21.485540935898882,0.17962799230855178
219,21.718091721570097,0.06397563045147472
206,21.743174448931878,0.2352395885963078
20,22.209557844387223,0.15531714834364518
28,22.657122914667617,0.11171718597187588
384,22.816457400868238,0.1906741789203052
246,22.933170951644023,0.18650269278964476
124,23.16335396467828,0.02239824862669097
216,23.182111588708185,0.24688283507610403
313,23.28488050139432,0.1596445395947877
10,23.58492946250337,0.09665777355052702
187,23.880732075592285,0.20995072714031154
121,23.93221647118079,0.07325228197632407
118,24.051333609431214,0.10018687196422339
58,24.062195642211286,0.19174682176115776
228,24.474415597356707,0.18138200483141356
215,24.52485324629825,0.3643904393409556
13,24.65759340069429,0.11385572047346786
340,24.70423934916521,0.1339793156187379
209,24.818975510333665,0.18167427860728472
134,25.110977888527742,0.11470863825879465
83,25.11891727850326,0.26491463703390955
75,25.137576062642275,0.10642388415470552
68,25.25073345182196,0.2632392687632483
34,25.25770296671515,0.19205820292747253
103,25.30352730019909,0.1945085401311877
204,25.502317921842142,0.13859257255078772
78,25.541846648849514,0.42394660448972954
184,25.56634466159738,0.34852377730640777
362,25.60823329557156,0.41647852034501415
3,25.678860900612676,0.2390643162024642
354,26.113505039662876,0.26529515593230835
44,26.247512993075294,0.3516882088681714
80,26.30800883179584,0.1938119014542304
289,26.561222140042887,0.47456029925897786
117,26.753016965461995,0.1874694674671005
207,26.83690859348257,0.6139872502481214
101,27.045435472159532,0.38964644670281096
56,27.234139995879204,0.09450383637913275
17,27.266189108143507,0.1540462793559547
385,27.363121132040757,0.3346107077040495
252,27.94749852074964,0.2970422219783419
296,28.36549244446257,0.17969849797982357
185,28.767361393433745,0.20824637938779914
220,29.307011960741626,0.19232173811029712
397,29.340750651594355,0.5477865690816256
352,29.3592828628231,0.1650449933720948
282,29.67317828857706,0.28614306231638026
65,29.850166115148728,0.19103401725354585
32,30.173887004782564,0.3802744351374166
176,30.189926918233677,0.46977492985586644
208,30.264171835633114,0.40933908187959966
391,30.365937955445865,0.6142581240430706
155,30.397653552557998,0.8606621290725841
231,30.429794025493383,0.17503924509828453
255,30.54945423896891,1.1071132806801618
170,30.629099950316693,0.4659641710313115
394,30.71396886998373,0.06642063453263933
89,30.912731111076063,0.8060213197893153
259,30.96862809469045,0.7081290934768653
251,31.051765782017952,0.7661568066623081
244,31.144255925067444,1.1581029356828683
130,31.335596817613514,1.246290223474379
116,31.770400197513236,0.12814777956667286
330,31.99154723260888,0.17440491911916367
203,32.065360918176,0.1419641916972132
267,32.21748836187817,0.7607124866395758
357,32.23424320689684,0.6625695197524891
292,32.64314788299738,0.7126552258262243
235,32.65368196185134,0.7539264554566422
8,32.77415904125234,0.5489233573244428
46,32.917490190596425,0.11741854735276926
107,32.946001890115554,0.29568113236100657
316,32.96287318530688,0.6280302705806515
96,33.146087225175044,0.04814103357888901
127,33.16744234810757,0.007796848304555355
290,33.29399755099743,1.1179359980995813
21,33.37684173003055,0.3182038543509127
38,33.56786460924568,1.1342761701789004
194,33.573877136537824,0.13152034740006457
177,33.60662637019047,0.4859812479924117
308,33.78838502479523,0.9529410710631471
23,34.19699532877356,0.16498148189817421
15,34.24700005346449,1.0381129714522925
162,34.26813878949383,0.37730999173130264
377,34.31326887442096,0.08428470446436837
214,34.42061102855432,0.321115639152794
40,34.43890058945188,0.16182641476020884
